repr	class	index	pos	pwn31	dbpedia	comment	wikidata	he_wiki	context	register	dating	frequency	babelnet	other	en_wiktionary
qI_Du!m	noun	0	noun	00199300-n											
qI_Du!m	noun	0	noun	00250368-n											
qI_Du!m	noun	0	noun	07266652-n											
QI_Du!y	noun	0	noun	13593639-n											
QI_Du!y	noun	0	noun		Steaming										
QidyW!7	noun	0	noun	10217144-n											
QidyWlE!q7	noun	0	noun	07171401-n	Idiolect										
QidyWsinqra!7i	noun	0	adjective	00495865-s											
QIfce!r	verb	0	verb	02427979-v											
QIfce!r	verb	0	verb	02427979-v											
QIfce!r	verb	0	verb	00803980-v											
QIfce!r	verb	0	verb	00513958-v											
QIfce!r	verb			00513958-v											
QIfne!n	verb	0	verb	00123702-v											
QIfye!n	verb	0	verb	02703792-v											
QIfye!n	verb			00958719-v											
QI_Ge!f	verb	0	verb	02089693-v											
QI_GE!rEt	noun	0	noun	06636668-n											
QI_GE!rEt jW!v	noun	0	noun	13438583-n	Bond_(finance)										
QI_GE!rEt meYda!R	noun	0	noun	06694721-n											
Qi!glu	noun	0	noun	03565610-n											
QignWs7iZi!zm	noun	0	noun		Ignosticism										
QIgru!f	noun	0	noun	00446787-n	Boxing										
QIgru!f TAylA!nDi	noun	0	noun		Muay_Thai										
QI_Gu!d	noun	0	noun	08249977-n											
QI_Gu!d mIqZWRi!	noun	0	noun	08249977-n											
QI_Gu!jÁ	noun	0	noun		Securitization										
QiguQa!naH	noun	0	noun	01680007-n											
QIja!H	verb	0	verb	01593092-v											
QIje!d	verb	0	verb	02475258-v											
QIje!d	verb	0	verb	00244010-v											
QIje!l	verb	0	verb	00904886-v											
QIjse!n	verb	0	verb	02285938-v											
QIjse!n	verb	0	verb	02285938-v											
QIjse!n	verb			02287351-v											
QIju!d	noun	0	noun		Union_(set_theory)										
QIju!d	noun	0	noun	00382488-n											
QIju!l	noun	0	noun	06643134-n											
QIjze!r	verb	0	verb												retrieve-verb-zC24A-R2
Qi-k3ciru!t	noun	0	noun	05161488-n											
Qi-k3ciru!t	noun	0	noun	04729649-n											
QI_ka!r	noun	0	noun		Farmer										
QI_ke!f	verb	0	verb	01495079-v											
QI_ke!l	verb	0	verb	00275082-v											
QI_ke!n	verb	0	verb	02291049-v											
QI_ke!n	verb			02292225-v											
QI_ku!n	noun	0	noun		Geolocation										
qIl7e!r	verb	0	verb	01745327-v											
QilanA!Ny	noun	0	noun	10747470-n											
qIlcW!n	noun	0	noun	03956635-n											
qIlcW!n	noun	0	noun	03956635-n											
qI_le!f	verb	0	verb	01265500-v											
QI_le!f	verb	0	verb	00302637-v											
QI_le!f	verb	0	verb	00302911-v											
QI_le!f	verb			00302911-v											
qI_le!jÁ	verb	0	verb												shower-verb-0oO51N6l
qI_le!l	verb	0	verb	00867051-v											
qI_le!l	verb			00867978-v											
qI_le!l	verb			00867622-v											
QI_le!m	noun	0	adjective	00153553-s		"e.g. ""seret ilem"""									
QI_le!m	noun	0	adjective	00153123-s											
QI_le!m	noun	0	adjective	10362098-n											
QI_le!Z	verb	0	verb	02510211-v											
QI_le!Z	verb	0	verb	02510211-v											
QIlje!c	verb	0	verb	00021058-v											
QIlje!c	verb	0	verb	00021058-v											
QIlje!c	verb			02119756-v											
QIlju!c	noun	0	noun	14046962-n											
QIlme!n	verb	0	verb	00360990-v											
qIlqe!l	verb	0	verb	00478872-v											
qIlqe!l	verb			02533317-v											
QIlTe!r	verb	0	verb	01732719-v											
QIlTe!r	verb	0	verb	01732719-v											
QIlṭe!r	verb			02594051-v											
QIlTu!r	noun	0	noun	00179681-n											
QIlTu!r	noun	0	noun	00100408-n											
QIlTu!r	noun	0	noun	00100408-n											
QIlTu!r	noun	0	noun	03570582-n											
qi!lW_bAy7	noun	0	noun	13648977-n											
qi!lW_bAy7	noun	0	noun	13649142-n											
qilWgra!m	noun	0	noun		Kilogram										
qilWmE!7Er	noun	0	noun	13681796-n											
qilWqalW!ryaH	noun	0	noun	13748672-n											
qi!lWwaN7	noun	0	noun	13666240-n											
QI_m3hatani!	noun	0	adjective	01742584-a											
QI_m3hatanu!t	noun	0	noun	07989335-n											
QI_mahi!	noun	0	adjective	02770139-a											
QI_mahi!	noun	0	adjective	01739133-a											
QI_mahu!t	noun	0	noun	13836253-n											
QimanE!n7i	noun	0	adjective	00470565-s											
Qima!Nm	noun	0	noun		Imam										
QImA!Nm	noun	0	noun	10218870-n											
QI!_maQ	noun	0	noun		Mother										
QI!_maQ	noun	0	noun	10297825-n											
qI_me!7	verb	0	verb	01280348-v											
qI_me!jÁ	verb	0	verb	01264514-v											
QI_me!n	verb	0	verb	00835381-v											
QI_me!n	verb	0	verb	00835381-v											
QI_me!t	verb	0	verb	00666401-v											
QI_me!Z	verb	0	verb	00414120-v											
QI_me!Z	verb			00603217-v											
qImji!	noun	0	adjective	02240899-s											
QimpEra7i!vi	noun	0	adjective	03105861-a											
QimpEra7i!vi	noun	0	adjective	00715884-a											
Qimpera!7Wr	noun	0	noun		Imperator										
QimpE!ryaH	noun	0	noun		Empire										
QimpErya!Nli	noun	0	adjective	02757808-a											
QimpEryaNli!s7	noun	0	noun	10219865-n											
QimpEryaNli!zm	noun	0	noun	06674141-n											
Qimpliqa7u!raH	noun	0	noun		Implicature										
QimprEsyWni!s7	noun	0	noun	10221575-n											
QimprEsyWni!zm	noun	0	noun	03570231-n											
QimprWvizW!ri	noun	0	adjective	01761723-s											
Qimpulsi!vi	noun	0	adjective	01849129-s											
Qimpulsi!vi	noun	0	adjective	00722886-s											
Qimpulsi!vi	noun	0	adjective	00327506-s											
Qimpulsi!vI_yut	noun	0	noun	04669861-n											
QimpW7E!n7	noun	0	noun												impotent-noun-8Xagxwt1
QimpW7E!n7	noun	0	noun												impotent-noun-t-c.NIBz
qImRWnA!Ny	noun	0	noun	10545011-n											
qImRWnaQu!t	noun	0	noun		Retail										
qI_mu!7	noun	0	noun												wrinkling-noun-AZT.4M5N
QI_mu!n	noun	0	noun	00896250-n											
QI_mu!n	noun	0	noun		Training										
QI_muni!t	noun	0	noun		Tracksuit										
QimunWlW!gi	noun	0	adjective	02757062-a											
QimunWlW!gyaH	noun	0	noun		Immunology										
QI_mu!Z	noun	0	noun		Adoption										
qimW!nW	noun	0	noun	03622689-n											
Qin7Egra7i!vi	noun	0	adjective	01333938-a											
Qin7Egra!l	noun	0	noun		Integral										
Qin7Egra!li	noun	0	adjective	01351376-s											
Qin7EgrA!ZyaH	noun	0	noun	01204905-n											
Qin7EgrA!ZyaH	noun	0	noun	00873096-n											
Qin7ElEq7uQa!l	noun	0	noun		Intellectual										
Qin7ElEq7uQalizA!ZyaH	noun	0	noun	13522262-n											
Qin7eligE!nZyaH	noun	0	noun	05625389-n	Intelligence										
Qin7EnsifiqA!ZyaH	noun	0	noun	00375032-n											
Qin7EnsifiqA!ZyaH	noun	0	noun	00375032-n											
Qin7Ensi!vi	noun	0	adjective	01516027-s											
Qin7Er7Eqs7uQa!lI_yut	noun	0	noun		Intertextuality										
Qin7ErDisZi_plina!ri	noun	0	adjective	03072655-a											
Qin7ere!s	noun	0	noun					אינטרס							
Qin7eresA!n7	noun	0	noun											https://he.wiktionary.org/wiki/%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A1%D7%A0%D7%98	
Qin7ErfErWmE!7Er	noun	0	noun	03584150-n											
Qin7ErnAZyWnali!zm	noun	0	noun		Internationalism_(linguistics)										
Qin7ErnAZyWnali!zm	noun	0	noun	05972361-n	Internationalism_(politics)										
Qin7ErnAZyWnali!zm	noun	0	noun	05133876-n											
Qi!n7ErnE7	noun	0	noun	03585784-n											
Qi!n7ErnE7	noun	0	noun	03585784-n											
Qin7ErnE!7i	noun	0	adjective	01654843-a											
Qin7ErprE7A!ZyaH	noun	0	noun	07185404-n											
Qin7ErprE7A!ZyaH	noun	0	noun	05774244-n											
Qin7ErprE7A!ZyaH	noun	0	noun	00101363-n											
Qi!n7ErpWl	noun	0	noun	08361683-n											
Qin7ErpWlA!ZyaH	noun	0	noun	05810738-n											
Qin7ErQAq7i!vi	noun	0	adjective	01953056-s											
Qin7ErQA!qZyaH	noun	0	noun		Interaction										
Qi!n7ErqWm	noun	0	noun	03583224-n											
Qin7ErsE!qs	noun	0	noun		Intersex										
Qin7i!mi	noun	0	adjective	00455341-s											
Qin7i!mi	noun	0	adjective	02140115-s											
Qi!n7rWvEr7	noun	0	noun	10233099-n											
Qin7rWvE!rsyaH	noun	0	noun	04629320-n											
Qin7uQi7i!vi	noun	0	adjective	01434344-s											
Qin7uQi!ZyaH	noun	0	noun	05715442-n											
Qin7uQiZyWni!zm	noun	0	noun	05981131-n											
Qin7uQiZyWni!zm	noun	0	noun		Intuitionism										
Qin7Wna!ZyaH	noun	0	noun	00545879-n	Intonation_(music)										
Qin7Wna!ZyaH	noun	0	noun	07098358-n	Intonation_(linguistics)										
qI_namW!n	noun	0	noun		Cinnamomum										
Qi!nC	noun	0	noun	13671409-n											
QinDE7Ermini!zm	noun	0	noun		Indeterminism										
Qi!nDigW	noun	0	noun		Indigo										
QinDiqa7i!vi	noun	0	adjective	02098448-s											
QinDiqa7i!vi	noun	0	adjective	03105977-a											
QinDiqA!ZyaH	noun	0	noun	06810027-n											
QinDividuQa!li	noun	0	adjective	00495505-a											
QinDividuQali!s7	noun	0	noun	09642994-n											
QinDiwiduQali!s7	noun	0	noun	09642994-n											
QinDiwiduQali!zm	noun	0	noun	05971968-n	Individualism										
QinDuq7i!vi	noun	0	adjective	01299391-a											
QinDuq7i!vi	noun	0	adjective	02759193-a											
QIndu!qs	noun	0	noun	01015098-n											
QinDu!qZyaH	noun	0	noun		Inductive_reasoning										
QinDWnE!zit	fixed	0	noun		Indonesian_language										
QinDWnE!zyaH	fixed	0	properNoun		Indonesia										
QinDWq7rinA!ZyaH	noun	0	noun		Indoctrination										
Qi!nDyum	noun	0	noun		Indium										
qinE!7i	noun	0	adjective	02905079-a											
qinema!7iqaH	noun	0	noun	06123384-n	Kinematics										
qI_ne!n	verb	0	verb	01532554-v											
qI_ne!n	verb			02661042-v											
QinfAn7i!l	noun	0	adjective	01652631-s											
QinfAn7i!li	noun	0	adjective	01652631-s											
QinfAn7i!li	noun	0	adjective	01496164-s											
Qinfini7Esima!l	noun	0	noun		Infinitesimal										
QinflA!ZyaH	noun	0	noun	13520031-n											
QinflAZyW!ni	noun	0	adjective	02549370-a											
QinfWrma7i!vi	noun	0	adjective	01307505-a											
QinfWrmA!ZyaH	noun	0	noun	05824413-n											
QinfWrmA!ZyaH	noun	0	noun	06646883-n											
QinhErE!n7i	noun	0	adjective	00945209-s											
QinhErE!n7i	noun	0	adjective	01351376-s											
Qinhi_bi!ZyaH	noun	0	noun		Cognitive_inhibition										
Qinqu_ba!7Wr	noun	0	noun	03572246-n											
Qinqwizi!7Wr	noun	0	noun	10228033-n											
Qinqwizi!ZyaH	noun	0	noun	08349957-n											
Qins7Ela!7Wr	noun	0	noun	10462606-n											
Qins7ElA!ZyaH	noun	0	noun	03975399-n											
Qins7ElA!ZyaH	noun	0	noun	03975399-n											
Qins7ElA!ZyaH	noun	0	noun	00610937-n											
Qins7i!nq7	noun	0	noun	05630506-n											
Qins7i!nq7	noun	0	noun	05630506-n											
Qins7inq7i!vi	noun	0	adjective	02290719-s											
Qins7rumEn7a!li	noun	0	adjective	02836709-a											
Qins7rumEn7a!li	noun	0	adjective	01200318-s											
Qins7rumEn7a!li	noun	0	adjective	02836709-a											
QinsinuQA!ZyaH	noun	0	noun	00160893-n											
QinspE!q7Wr	noun	0	noun	10087775-n											
Qinsuli!n	noun	0	noun		Insulin										
QinTifa!daH	noun	0	noun		Intifada										
qI_nu!n	noun	0	noun												nesting-noun-S9tohoh7
qI_nu!n	noun	0	noun												nesting-noun-mLzaaUjn
QinZidE!n7	noun	0	noun	07322095-n											
qI_paQW!n	noun	0	noun		Freezing										
QI_pe!r	verb	0	verb	00040659-v											
QI_pe!s	verb	0	verb	00298288-v											
QI_pe!s	verb			00299554-v											
QI_pu!q	noun	0	noun	04890163-n											
QI_pu!r	noun	0	noun	03719774-n											
QI_pu!s	noun	0	noun		Epic_poetry										
qI_pW!d	noun	0	noun	02349279-n											
qI_pW!d	noun	0	noun	01896466-n											
qI_pWdi!	noun	0	adjective	02286487-a											
qI_pW!d ya!m	noun	0	noun	02321747-n											
QIqle!m	verb	0	verb												acclimatize-verb-fji4Abp1
QiqWnWgra!fi	noun	0	adjective												iconographic-adj-Wwf.Ukzz
QiqWnWgrA!fyaH	noun	0	noun	03564324-n											
qi!r	noun	0	noun		Wall										
Qira!Nn	fixed	0	properNoun		Iran										
Qira!Nni	noun	0	adjective	03086619-a											
Qira!Nni	noun	0	noun	09733825-n											
QirAZyWna!li	noun	0	adjective	02941396-a											
QirAZyWna!li	noun	0	adjective	01932775-a											
QIrGe!n	verb	0	verb	01654986-v											
QIrǵe!n	verb			01023638-v											
QIrǵe!n	verb			00405549-v											
QIrǵe!n	verb			02437377-v											
QIrGu!n	noun	0	noun		Organization										
QIrGu!n	noun	0	noun	08024893-n											
QIrGuni!	noun	0	adjective	02909528-a											
QIrGuni!	noun	0	adjective	02909528-a											
QIrGuni!t	noun	0	noun	03924859-n											
Qi!rit	fixed	0	noun		Irish_language										
QIrke!v	verb	0	verb												archive-verb
Qi!rlAnd	fixed	0	properNoun		Ireland										
qIrqe!f	verb	0	verb	00198852-v											
qIrqe!f	verb			01104324-v											
qIrqe!RÁ	verb	0	verb												ground-verb-RCSlxaOe
qIrqe!RÁ	verb	0	verb												ground-verb-nJ3ii3DB
qIrqu!r bE!7En	noun	0	noun		Stomach_rumble										
qIRu!r	noun	0	noun	05077201-n											
Qiru!s	noun	0	noun	12432427-n											
QirW!ni	noun	0	adjective	01269202-s											
QirW!ni	noun	0	adjective	00565553-s											
QirW!nyaH	noun	0	noun		Irony										
qIrze!l	verb	0	verb	01226180-v											
Qi!slAnd	fixed	0	properNoun		Iceland										
QIslA!Nm	noun	0	noun	06244979-n	Islam										
QIsla!Nmi	noun	0	adjective	02934823-a											
QIsle!m	verb	0	verb	00386923-v											
QIsle!m	verb			00386356-v											
QI_su!f	noun	0	noun	01016008-n											
QI_su!r	noun	0	noun	07270069-n											
qisW!s	noun	0	noun	11819447-n											
qisW!s	noun	0	noun	11819447-n											
Qi! T3nuRa!H	noun	0	noun	04473404-n											
QI_Te!r	verb	0	verb	02701737-v											
QI_ṭe!r	verb			02291049-v											
qI_Te!v	verb			00488490-v											
QItGe!r	verb	0	verb	00870255-v											
QItje!l	verb	0	verb	00098100-v											
QItje!l	verb			00702662-v											
QItju!l	noun	0	noun		Reboot_(fiction)										
Qi-To!QAm	noun	0	noun	04721716-n											
QI_Tu!t	noun	0	noun	09208177-n											
QIv7e!jÁ	verb	0	verb												secure-verb-44vDuS3U
qi!Vi	noun	0	noun		Kiwi										
QIvje!n	verb	0	verb	00647205-v											
QIvje!n	verb	0	verb	00647205-v											
QIvju!n	noun	0	noun	00153925-n	Medical_diagnosis										
QIvju!n	noun	0	noun	00153547-n											
QIvjuni!	noun	0	adjective	02987083-a											
QIvjuni!	noun	0	adjective	00358334-s											
QIvju!n yE!tEr	noun	0	noun		Overdiagnosis										
qI_wa!H	verb	0	verb	00707813-v											
qI_wa!H	verb			01815408-v											
qIwqe!w	verb	0	verb	01279157-v											
QIwre!r	verb	0	verb	00489706-v											
QIxle!s	verb	0	verb	00452234-v											
QIxse!n	verb	0	verb	02657519-v											
QIxze!v	verb	0	verb	01802947-v											
QIxze!v	verb	0	verb	01802947-v											
QI_ye!c	verb	0	verb	01090958-v											
QI_ye!c	verb			02426091-v											
QI_ye!d	verb	0	verb	00577047-v											
QI_ye!m	verb	0	verb	00873067-v											
QI_ye!n	verb	0	verb	00471015-v											
QI_ye!n	verb			02483482-v											
QI_ye!r	verb	0	verb	01672316-v											
QI_ye!t	verb	0	verb	00939909-v											
QI_ye!t	verb			01703755-v											
QI_ye!x	verb	0	verb	00171140-v											
qI_yu!m	noun	0	noun	07194603-n											
qI_yu!m	noun	0	noun		Existence										
qI_yumi!	noun	0	adjective												existential-adj-05eEgo7r
QI_yu!n	noun	0	noun		Annihilation										
QI_yu!r	noun	0	noun		Illustration										
QI_yu!t	noun	0	noun		Spelling										
QIZ7A_ba!H	noun	0	noun	04197095-n											
QIZ7AdyW!n	noun	0	noun		Stadium										
QIZbu!RÁ	noun	0	noun	01055131-n											
QI_ze!n	verb	0	verb	02678923-v											
QI_ze!n	verb			02269775-v											
qI_Ze!r	verb	0	verb	00317569-v											
qI_Ze!r	verb			00561970-v											
qI_ze!z	verb	0	verb	00431052-v											
QIzku!r	noun	0	noun	06776392-n											
QIzme!l	noun	0	noun		Chisel										
QIzme!l	noun	0	noun	03024375-n											
qI_Zu!r	noun	0	noun	00359757-n											
qI_Zu!v	noun	0	noun	01086856-n											
QizW7W!_p	noun	0	noun		Isotope										
QizWmE!7ri	noun	0	adjective	00895100-s											
QizWmE!7ri	noun	0	adjective	02839687-a											
QizWme!r	noun	0	noun	14948326-n											
qiZW!n	noun	0	adjective	01539177-s											
qiZW!n	noun	0	adjective		Maxima_and_minima										
qla!NC	noun	0	noun	03059144-n											
qlaQus7rWfW!_bi	noun	0	adjective	00079946-s											
qlaQus7rWfW!_byaH	noun	0	noun	14406657-n											
qla!s	noun	0	noun	00486092-n											
qla!saH	noun	0	noun	04822408-n											
qla!si	noun	0	adjective	02352097-s											
qla!si	noun	0	adjective	00613690-s											
qla!si	noun	0	adjective	02479168-s											
qlE_p7Wma!n	noun	0	noun	10257496-n											
qlE_p7WmA!nyaH	noun	0	noun	09205170-n											
qlEriqa!li	noun	0	adjective	02708768-a											
qlEriqali!zm	noun	0	noun	06501401-n											
qlica!H	noun	0	noun		Cliché										
qlima7WlW!gyaH	noun	0	noun	06128984-n	Climatology										
qli!ni	noun	0	adjective	02896833-a											
qli!niqaH	noun	0	noun	08070828-n											
qli!_p	noun	0	noun		Music_video										
qli!_p	noun	0	noun	03047943-n											
qli!_pEr	noun	0	noun	03048919-n											
qli!qaH	noun	0	noun	08257554-n											
qli!qaH	noun	0	noun		Clique_(graph_theory)										
qlIyEn7u!raH	noun	0	noun	08418511-n											
qlIyEn7u!raH	noun	0	noun	08418511-n											
qlW!Z	noun	0	noun	10294336-n											
qlW!Z	noun	0	noun	10257632-n											
qO7bI_yu!t	noun	0	noun	13878307-n											
Qo!7Em	noun	0	noun	14231043-n											
qo!7Er	noun	0	noun		Diameter										
Qo!cEr	noun	0	noun		Happiness										
qOcja!H	noun	0	noun		Firmware										
qo!dEm	fixed	0	adverb	00061170-r											
Qo!dEm	noun	0	noun	03681809-n											
Qo!dEm	noun	0	noun	15032709-n	Ruby										
Qo!fEq	noun	0	noun		Horizon										
Qo!fEq QeYruRi!m	noun	0	noun		Event_horizon										
QOfnati!	noun	0	adjective	01821590-s											
QOfnati!	noun	0	adjective	00974254-a											
QOfqi!	noun	0	adjective	01235508-a											
QOfqI_yu!t	noun	0	noun	05086681-n											
QOfyani!	noun	0	adjective	01600022-s											
QOfyani!	noun	0	adjective	00358636-s											
Qo!gEd	noun	0	noun	06484495-n	Copula_(linguistics)										
Qo!hEl	noun	0	noun	04418399-n	Tent										
QO_manu!t hA_bama!H	noun	0	noun		Performing_arts										
QO_manu!t l3jima!H	noun	0	noun		Martial_arts										
QO_manut mWdE!rnit	noun	0	noun		Modern_art										
QO_manu!t RAxcawi!t	noun	0	noun		Contemporary_art										
qo!mEZ	noun	0	noun	13793294-n											
Qo!mEZ	noun	0	noun	04864314-n											
Qo!mEZ	noun	0	noun		Courage										
Qo!mEZ le!v	noun	0	noun	04864314-n											
Qo!nEs	noun	0	noun		Rape										
QónI_ya!H	noun	0	noun	04201332-n											
QónI_ya!H	noun	0	noun		Ship										
QónI_yA!t hA_DE!gEl	noun	0	noun	03360884-n											
QónI_yA!t mIljama!H	noun	0	noun	04559982-n											
QónI_yAt nWs3Ri!m	noun	0	noun	03901800-n											
QónI_yA!t qi7W!r	noun	0	noun	04316486-n											
qo!r	noun	0	noun		Cold										
Qo!rAj jA_yi!m	noun	0	noun	04937809-n											
qOrba!n	noun	0	noun	10772148-n											
qOrba!n	noun	0	noun	10771761-n											
Qo!rEn	noun	0	noun	11628701-n											
Qo!rEn	noun	0	noun		Pine										
Qo!rEn	noun	0	noun	11629336-n											
Qo!rEx	noun	0	noun		Length										
Qo!rEx GA!l	noun	0	noun	05093476-n											
Qo!rEx ru!jÁ	noun	0	noun	04647895-n											
Qo!rEx yami!m	noun	0	noun	04935067-n											
Qo!rEz	noun	0	noun	12146407-n											
Qo!rEz	noun	0	noun		Rice										
Qo!rEz	noun	0	noun	07820299-n											
QOrki!	noun	0	adjective	02841230-a											
QOrki!	noun	0	adjective	01447704-a											
QOrki!t	fixed	0	adverb	00390113-r											
QOvdan Gamu!r	noun	0	noun		Total_loss										
QOvdani!	noun	0	adjective	02068316-s											
Qo!vEx	noun	0	noun	11486287-n	Haze										
qo!vEZ	noun	0	noun		Computer_file										
Qo!xEl	noun	0	noun		Food										
Qo!xEl	noun	0	noun	00021445-n											
Qo!zEn	noun	0	noun		Ear										
qo!ZEr ru!jÁ	noun	0	noun	14430687-n											
QOzlA!t ya!d	noun	0	noun	05212250-n											
QOznI_ya!H	noun	0	noun	03266479-n											
qrEcE!nDW	noun	0	noun	04997743-n											
qrE!di7	noun	0	noun	13399691-n											
qrE!di7	noun	0	noun	05811755-n											
qrE!di7	noun	0	noun	06358051-n											
qre!_p	noun	0	noun	07656747-n	Crêpe										
qreQW!l	noun	0	noun	06918134-n	Creole_language										
qreQW!lit	noun	0	noun	06918134-n											
qri!7i	noun	0	adjective	00659155-s											
qri!7i	noun	0	adjective	00654957-a											
qri!7i	noun	0	adjective	00907116-s											
qrimina!l	noun	0	noun	09997190-n											
qrimina!li	noun	0	adjective	01405767-s											
qriminWlW!g	noun	0	noun	09997972-n											
qriminWlW!gi	noun	0	adjective	02931176-a											
qriminWlW!gyaH	noun	0	noun	06161412-n											
qri_p7Wgra!fi	noun	0	adjective	02717427-a											
qri_p7WgrA!fyaH	noun	0	noun		Cryptography										
qri!_p7Wn	noun	0	noun		Krypton										
qri!qE7	noun	0	noun	00477400-n											
qris7a!l	noun	0	noun	14907357-n											
qris7a!l	noun	0	noun	09283372-n											
qris7alWgrA!fyaH	noun	0	noun		Crystallography										
qrIyW_bI_yWlW!gyaH	noun	0	noun	06079546-n	Cryobiology										
qrIyWgE!niqaH	noun	0	noun		Cryogenics										
qruQa!sWn	noun	0	noun		Croissant										
qrW!qE7	noun	0	noun	00467948-n											
qrWqWdi!l	noun	0	noun	01699819-n											
qsEnWfW!_b	noun	0	noun			One who fears that which is unknown; one who fears people who are different from oneself									xenophobe-noun
qsEnWfW!_byaH	noun	0	noun	14409427-n											
qsE!nWn	noun	0	noun		Xenon										
qsilWfW!n	noun	0	noun	03726875-n											
qu!7Er	noun	0	adjective	10796007-n											
Qu7W!_pi	noun	0	adjective	02507751-a											
Qu7W!_pi	noun	0	adjective	03031707-a											
Qu7W!_pyaH	noun	0	noun		Utopia										
qU_bi!s7	noun	0	noun	10001543-n											
qU_bI_yati!	noun	0	adjective	00660221-a											
qU_bi!zm	noun	0	noun	08483186-n											
QUcrA!r	verb	0	verb	02470289-v											
Qu!d	noun	0	noun	15125724-n											
QufW!ryaH	noun	0	noun		Euphoria										
QugA!nDi	noun	0	adjective	09756330-n											
QUgDa!H	noun	0	noun	08230126-n	Division_(military)										
QUgDati!	noun	0	adjective	03073031-a											
qu!gEl	noun	0	noun		Kugel										
QU_ka!f	noun	0	noun		Saddle										
Qul7ima7i!vi	noun	0	adjective	01582720-a											
Qul7ima!7um	noun	0	noun		Ultimatum										
Qul7rafil7ra!ZyaH	noun	0	noun		Ultrafiltration										
Qul7raH-mWdE!rni	noun	0	adjective	01540736-s											
Qul7raH-sA!Qund	noun	0	noun	11501609-n	Ultrasound										
QU_lA!f	verb	0	verb	00302911-v											
Qula!m	noun	0	noun	03483990-n											
Qula!m	fixed	0	adverb	00029193-r											
QulA!y	fixed	0	adverb	00301501-r											
qulina!ri	noun	0	adjective	02718395-a											
QUlpa!n	noun	0	noun	04351622-n											
QUlpa!n	noun	0	noun	04351324-n											
Qu!lqus	noun	0	noun	14235091-n											
QU_ma!H	noun	0	noun		Nation										
QU_ma!n	noun	0	noun		Artisan										
QUmla!l	noun	0	adjective	01153708-s											
QUmla!l	noun	0	adjective	01054589-s											
qumulu!s	noun	0	noun		Cumulus_cloud										
QUmZa!H	noun	0	noun		Steak										
Qun3qI_ya!H	noun	0	noun		Ounce										
QU_na!H	noun	0	noun	05500955-n											
QU_na!H	noun	0	noun		Lobe_(anatomy)										
qUnDa!s	noun	0	adjective	10483280-n											
qUnDasi!	noun	0	adjective	02130013-s											
Quni7a!ri	noun	0	adjective	02487360-s											
Quni7a!ri	noun	0	adjective	02831537-a											
QunivErsa!li	noun	0	adjective	01032238-s											
QunivErsa!li	noun	0	adjective	00529364-s											
QunivE!rsi7aH	noun	0	noun		University										
qU_pA!Ny	noun	0	noun	09918741-n											
qu_pidW!n	noun	0	noun	06894274-n											
qu_pW!n	noun	0	noun	06530059-n											
QuqraQi!naH	fixed	0	properNoun		Ukraine										
QuqraQi!ni	noun	0	adjective	02975210-a											
QuqraQi!nit	fixed	0	noun		Ukrainian_language										
Quqsi!n	noun	0	noun		Auxin										
qUr7W!v	noun	0	noun	13795925-n											
qUr7W!v	noun	0	noun	13796315-n											
QurAnGQu7a!n	noun	0	noun		Orangutan										
Qura!nus	fixed	0	properNoun		Uranus										
QurA!nyum	noun	0	noun		Uranium										
Qurba!ni	noun	0	adjective	02059737-a											
Qurba!ni	noun	0	adjective	02832010-a											
Qurbani!zm	noun	0	noun		Urbanism										
qure!Y RA_kavi!c	noun	0	noun		Spider_web										
qu!rs	noun	0	noun	00886144-n											
QUrwa!H	noun	0	noun		Stable										
QurWfi!lyaH	noun	0	noun		Urolagnia										
QurWlW!gi	noun	0	adjective												urological-adj
QurWlW!gyaH	noun	0	noun		Urology										
qu!ryum	noun	0	noun		Curium										
qu!squs	noun	0	noun		Couscous										
Qux3mani!t	noun	0	noun		Blueberry										
QUxmani!t	noun	0	noun	07759520-n											
QuzbE!qi	noun	0	noun	09756183-n											
qVAdrilyW!n	other	0	numeral.cardinal	13775051-n											
qVA!r7W	noun	0	noun	05104082-n											
qW7A!nGEns	noun	0	noun	13810581-n											
QW7A!rqi	noun	0	adjective	00731547-s											
QW7A!rqyaH	noun	0	noun	14016841-n											
QW7i!s7	noun	0	noun												autistic-noun
QW7i!zm	noun	0	noun		Autism										
QW!7W	noun	0	noun	02961779-n											
QW7W7rW!f	noun	0	noun		Autotroph										
QW7W_bI_yWgrA!fyaH	noun	0	noun	06528078-n	Autobiography										
QW7WdidA!q7	noun	0	adjective	09844815-n											
QW7WdidA!q7I_yut	noun	0	noun		Autodidacticism										
QW7Wgra!f	noun	0	noun	06416550-n											
QW7WmA!ZyaH	noun	0	noun		Automation										
QW7WmW_bi!l	noun	0	noun	02961779-n											
QW7WnW!myaH	noun	0	noun	14024516-n											
QW7WnW!myaH	noun	0	noun	14015999-n											
QW7WQimu!ni	noun	0	adjective	02660104-a											
QW7Wqra!7i	noun	0	adjective	00721128-s											
QW7WqrA!7yaH	noun	0	noun		Autocracy										
qwA!n7	noun	0	noun	05864101-n											
qwA!n7i	noun	0	adjective	02988528-a											
qwa!qEr	noun	0	noun	07890971-n											
qwA!rq	noun	0	noun	09424709-n											
qwA!rZ	noun	0	noun	14717894-n											
qW!_braH	noun	0	noun		Naja										
QW_bse!syaH	noun	0	noun	09206152-n											
QW_bse!syaH	noun	0	noun	05708366-n											
QW_byE!q7	noun	0	noun	00002684-n											
