repr	class	index	dotted	pos	root	affix	affix_allomorph	gender	number	comment	singular_suffix	plural_suffix	phonemic	paradigm	checked	is_foreign	latin
Z3Riqa!H	noun	0	צְעִיקָה	noun	ZRq	m_q37ila!H	-	n			a!H	Wt	tseika!	b_sus	true	false	Zeîqa!
Z3ri!r	noun	0	צְרִיר	noun				z			-		tsri!r		false	false	Zri!r
z3riRa!H	noun	0	זְרִיעָה	noun	zrR	m_q37ila!H	-	n			a!H	Wt	zria!	b_sus	true	false	zriâ!
Z3rira!H	noun	0	צְרִירָה	noun	Zrr	m_q37ila!H	-	n			a!H	Wt	tsrira!	b_sus	true	false	Zrira!
z3Riru!t	noun	0	זְעִירוּת	noun		s_ut		n			u!t	Wt	zeiru!t	b_sus	false	false	zeîru!t
Z3RirW!n	noun	0	צְעִירוֹן	noun		s_Wn		z			-	im	tseiro!n	b_sus	true	false	Zeîro!n
Z3riva!H	noun	0	צְרִיבָה	noun	Zrv	m_q37ila!H	-	n			a!H	Wt	tsriva!	b_sus	true	false	Zriva!
Z3rixa!H	noun	0	צְרִיכָה	noun	Zrx	m_q37ila!H	-	n			a!H	Wt	tsrixa!	b_sus	true	false	Zrixa!
z3rI_ya!H	noun	0	זְרִיָּה	noun	zry	m_q37ila!H	-	n			a!H	Wt	zriya!	b_sus	true	false	zriya!
z3rizu!t	noun	0	זְרִיזוּת	noun		s_ut		n			u!t	Wt	zrizu!t	b_sus	false	false	zrizu!t
Z3rufa!H	noun	0	צְרוּפָה	noun	Zrf			n			a!H	Wt	tsrufa!		false	false	Zrufa!
Z3rW!r	noun	0	צְרוֹר	noun	Zrr	m_q37W!l	-	z			-	Wt	tsro!r		true	false	Zro!r
z3rW!RÁ	noun	0	זְרוֹעַ	noun	zrj	m_q37W!l	-	n			-	Wt	zro!a	b_sus	true	false	zro!â
z3rW!RÁ hA_s3qAryaH	noun	0		noun				n					zro!a hasêkarya		false	false	zro!â hasqarya
Z3vaQani!	noun	0	צְבָאָנִי	adjective	ZvQ	s_i_adj	-	z			-	im	tsvaani!	b_i	false	false	Zvaani!
Z3vaQanu!t	noun	0	צְבָאָנוּת	noun	ZvQ	s_ut	-	n			u!t	Wt	tsvaanu!t	b_sus	false	false	Zvaanu!t
Z3vaQi!	noun	0	צְבָאִי	adjective	ZvQ	s_i_adj	-	z			-	im	tsvai!	b_i	false	false	Zvai!
Z3vaQi!t	fixed	0	צְבָאִית	adverb		s_it_adv							tsvai!t		true	false	Zvai!t
Z3va!Q qE!vAR	noun	0	צְבָא קֶבַע	noun									tsva! ke!va		false	false	Zva! qe!vâ
Z3va!t	noun	0	צְבָת	noun	Zvt	m_q37a!l	-	z			-	Wt	tsva!t		true	false	Zva!t
Z3vi!	noun	0	צְבִי	noun	Zvy	m_q37i!	-				-	Wt	tsvi!		true	false	Zvi!
Z3vi7a!H	noun	0	צְבִיטָה	noun	ZvT	m_q37ila!H	-	n			a!H	Wt	tsvita!	b_sus	true	false	ZviTa!
z3vija!H	noun	0	זְבִיחָה	noun	zvj	m_q37ila!H	-	n			a!H	Wt	zvixa!	b_sus	true	false	zvica!
z3vi!l	noun	0	זְבִיל	noun	zvl	m_q37i!l	-	z			-	im	zêvi!l	b_sus	true	false	zvi!l
Z3viQa!H	noun	0	צְבִיאָה	noun	ZvQ	m_q37ila!H	-	n			a!H	Wt	tsvia!	b_sus	true	false	Zvia!
Z3vi!r	noun	0	צְבִיר	noun	Zvr	m_q37i!l	-	z			-		tsvi!r		true	false	Zvi!r
Z3vira!H	noun	0	צְבִירָה	noun	Zvr	m_q37ila!H	-	n			a!H	Wt	tsvira!	b_sus	true	false	Zvira!
Z3viRa!H	noun	0	צְבִיעָה	noun	ZvR	m_q37ila!H	-	n			a!H	Wt	tsvia!	b_sus	true	false	Zviâ!
Z3viRu!t	noun	0	צְבִיעוּת	noun	ZvR	s_ut	-	n			u!t	Wt	tsviu!t	b_sus	false	false	Zviû!t
Z3vita!H	noun	0	צְבִיתָה	noun	Zvt	m_q37ila!H	-	n			a!H	Wt	tsvita!	b_sus	true	false	Zvita!
Z3vI_ya!H	noun	0	צְבִיָּה	noun	Zvy	m_q37ila!H	-	n			a!H	Wt	tsviya!	b_sus	true	false	Zviya!
z3vu!l	noun	0	זְבוּל	noun	zvl	m_q37u!l	-	z			-		zvu!l	b_sus	true	false	zvu!l
z3vu!v	noun	0	זְבוּב	noun	zvv	m_q37u!l	-	z			-	im	zvu!v	b_sus	true	false	zvu!v
z3vu!v hAjW!l	noun	0		noun				z					zvu!v haxo!l		false	false	zvu!v haco!l
z3vu!v perW!t	noun	0		noun				z					zvu!v pero!t		false		zvu!v pero!t
z3wa!d	noun	0	זְוָד	noun	zwd			z			-		zêva!d	b_dat	false	false	zwa!d
Z3waja!H	noun	0	צְוָחָה	noun	Zwj			n			a!H	Wt	tsvaxa!		false	false	Zwaca!
z3waRa!H	noun	0	זְוָעָה	noun	zwR	m_q37ala!H	-	n			a!H	Wt	zvaa!	b_adama	true	false	zwaâ!
z3waRati!	noun	0	זְוָעָתִי	adjective		s_i_adj		z			-	im	zvaati!	b_i	false	false	zwaâti!
z3waRW!n	noun	0	זְוָעוֹן	noun		s_Wn		z			-	im	zvao!n	b_sus	true	false	zwaô!n
z3wi!g	noun	0	זְוִיג	noun	zwg	m_q37i!l	-	z	-		-	im	zvi!g		true	false	zwi!g
z3wigi!	noun	0	זְוִיגִי	adjective		s_i_adj		z			-	im	zêvigi!	b_i	false	false	zwigi!
Z3wija!H	noun	0	צְוִיחָה	noun	Zwj	m_q37ila!H	-	n			a!H	Wt	tsvixa!	b_sus	true	false	Zwica!
Z3wi!Z	noun	0	צְוִיץ	noun				z			-		tsêvi!ts		false		Zwi!Z
z3xari!	noun	0	זְכָרִי	adjective		s_i_adj		z			-	im	zxari!	b_i	false	false	zxari!
z3xira!H	noun	0	זְכִירָה	noun	zxr	m_q37ila!H	-	n			a!H	Wt	zxira!	b_sus	true	false	zxira!
z3xI_ya!H	noun	0	זְכִיָּה	noun	zxy	m_q37ila!H	-	n			a!H	Wt	zxiya!	b_sus	true	false	zxiya!
z3xu!r	noun	0	זְכוּר	noun	zxr			z			-		zxu!r	b_sus	false	false	zxu!r
z3xu!t	noun	0	זְכוּת	noun	zxy	s_ut	-	n			u!t	Wt	zxu!t	b_sus	false	false	zxu!t
z3xu!t Qada!m	noun	0		noun				n					zxu!t ada!m		false		zxu!t ada!m
z3xu!t QavW!t	noun	0	זְכוּת אָבוֹת	noun									zxu!t avo!t		false		zxu!t avo!t
z3xu!t yE!tEr	noun	0	זְכוּת יֶתֶר	noun									zxu!t ye!ter		false		zxu!t ye!ter
z3xu!t yWZ3ri!m	noun	0	זְכוּת יוֹצְרִים	noun									zxu!t yotsri!m		false		zxu!t yoZri!m
z3xuxi!t	noun	0	זְכוּכִית	noun	zxx			n			i!t	Wt	zxuxi!t	b_sus	false	false	zxuxi!t
z3xuxi!t mAgDE!lEt	noun	0	זְכוּכִית מַגְדֶּלֶת	noun									zxuxi!t magde!let		false		zxuxi!t magde!let
ZA_737a!n	noun	0	צַטְּטָן	noun	ZTT	m_qA_73la!n		z			-	im	tsateta!n		true	false	ZaTeTa!n
zA_b3la!n	noun	0	זַבְּלָן	noun	zvl	m_qA_73la!n		z			-	im	zabla!n	b_dat	true	false	zabla!n
zA_ba!l	noun	0	זַבָּל	noun	zvl			z			-	im	zaba!l	b_dat	false	false	zaba!l
zA_ba!n	noun	0	זַבָּן	noun	zvn	m_qA_7a!l	-	z			-	im	zaba!n	b_dat	true	false	zaba!n
ZA_ba!r	noun	0	צַבָּר	noun	Zvr	m_qA_7a!l	-	z			-	im	tsaba!r	b_dat	true	false	Zaba!r
ZA_ba!R	noun	0	צַבָּע	noun	ZvR	m_qA_7a!l	-	z			-	im	tsaba!	b_dat	true	false	Zabâ!
ZA_bari!	noun	0	צַבָּרִי	adjective		s_i_adj		z			-	im	tsabari!	b_i	false		Zabari!
za!d	noun	0	זָד	beynoni	zwd			z	-		-	im	za!d		false	false	za!d
za!d	verb	0	זָד	verb	zwd	b_paal							za!d		false	false	za!d
Za!d	noun	0	צָד	beynoni	Zwd	m_qa!l		z	-		-	im	tsa!d		false	false	Za!d
Za!d	verb	0	צָד	verb	Zwd	b_paal							tsa!d		false	false	Za!d
ZA!d	noun	0	צַד	noun	Zdd			z	-		-	im	tsa!d		false	false	Za!d
Zada!H	verb	0	צָדָה	verb	Zdy	b_paal							tsada!		false	false	Zada!
ZadA!q	verb	0	צָדַק	verb	Zdq	b_paal							tsada!k		false	false	Zada!q
ZA_DE!qEt	noun	0	צַדֶּקֶת	noun				n			Et	Wt	tsade!ket		false	false	Zade!qet
Za!di	noun	0	צָדִי	noun				n			-		tsa!di		false	false	Za!di
ZA_Di!q	noun	0	צַדִּיק	noun	Zdq	m_qA_7i!l	-	z			-	im	tsadi!k		true	false	Zadi!q
ZAdqa!n	noun	0	צַדְקָן	noun	Zdq	m_qA7la!n	-	z			-	im	tsadka!n	b_dat	true	false	Zadqa!n
ZAdqani!	noun	0	צַדְקָנִי	adjective		s_i_adj		z			-	im	tsadkani!	b_i	false		Zadqani!
ZAdqanu!t	noun	0	צַדְקָנוּת	noun		s_ut		n			u!t	Wt	tsadkanu!t	b_sus	false	false	Zadqanu!t
Zadu!q	noun	0	צָדוּק	beynoni	Zdq	m_qa7u!l	-	z	-		-	im	tsadu!k	b_paqid	true	false	Zadu!q
zadW!n	noun	0	זָדוֹן	noun	zwd			z			-		zado!n		false	false	zado!n
Za!f	noun	0	צָף	beynoni	Zwp	m_qa!l		z	-		-	im	tsa!f		false	false	Za!f
Za!f	verb	0	צָף	verb	Zwp	b_paal							tsa!f		false	false	Za!f
ZafA!d	verb	0	צָפַד	verb	Zpd	b_paal							tsafa!d		false	false	Zafa!d
Zafa!H	verb	0	צָפָה	verb	Zpy	b_paal							tsafa!		false	false	Zafa!
ZafA!n	verb	0	צָפַן	verb	Zpn	b_paal							tsafa!n		false	false	Zafa!n
ZafA!r	verb	0	צָפַר	verb	Zpr	b_paal							tsafa!r		false	false	Zafa!r
zafA!t	verb	0	זָפַת	verb	zpt	b_paal							zafa!t		false	false	zafa!t
Zafi!d	noun	0	צָפִיד	noun	Zfd	m_qa7i!l	-	z			-		tsafi!d	b_paqid	true	false	Zafi!d
zafi!r	noun	0	זָפִיר	noun	zfr	m_qa7i!l	-	z			-	im	zafi!r	b_paqid	true	false	zafi!r
Zafi!r	noun	0	צָפִיר	noun	Zfr	m_qa7i!l	-	z			-	im	tsafi!r	b_paqid	true	false	Zafi!r
ZAfraQ 7avaQ	fixed	0	צַפְרָא טָבָא	interjection									tsafra tava		true		Zafra Tava
Zafu!d	noun	0	צָפוּד	beynoni	Zfd	m_qa7u!l	-	z	-		-	im	tsafu!d	b_paqid	true	false	Zafu!d
Zafu!f	noun	0	צָפוּף	adjective	Zff	m_qa7u!l	-	z			-	im	tsafu!f	b_paqid	false	false	Zafu!f
Zafu!n	noun	0	צָפוּן	beynoni	Zfn	m_qa7u!l	-	z	-		-	im	tsafu!n	b_paqid	true	false	Zafu!n
Zafu!r	noun	0	צָפוּר	beynoni	Zfr	m_qa7u!l	-	z	-		-	im	tsafu!r	b_paqid	true	false	Zafu!r
Zafu!y	noun	0	צָפוּי	beynoni	Zfy	m_qa7u!l	-	z	-		-	im	tsafu!y	b_paqid	true	false	Zafu!y
ZafW!n	noun	0	צָפוֹן	noun	Zfn	m_qa7W!l	-	z			-		tsafo!n		true	false	Zafo!n
ZAfZ3fa!n	noun	0	צַפְצְפָן	noun	ZfZf	m_qA_73la!n		z			-	im	tsaftsefa!n	b_dat	true	false	ZafZefa!n
ZAfZ3fani!	noun	0	צַפְצְפָנִי	adjective	ZfZf	s_i_adj	-	z			-	im	tsaftsefani!	b_i	false	false	ZafZefani!
ZAfZafa!H	noun	0	צַפְצָפָה	noun	ZfZf			n			a!H	Wt	tsaftsafa!		false	false	ZafZafa!
ZAfZefa!H	noun	0	צַפְצֵפָה	noun	ZfZf			n			a!H	Wt	tsaftsefa!		false	false	ZafZefa!
zA!g	noun	0	זַג	noun	zgg			z			-		za!g		false	false	za!g
Za!g	noun	0	צָג	noun	yZg			z			-	im	tsa!g		false	false	Za!g
zA_Ga!g	noun	0	זַגָּג	noun	zgg	m_qA_7a!l	-	z			-	im	zaga!g	b_dat	true	false	zaga!g
zA_gagI_ya!H	noun	0	זַגָּגִיָּה	noun		s_iya_place		n			a!H	Wt	zagagiya!	b_sus	true		zagagiya!
zAgz3ga!n	noun	0	זַגְזְגָן	noun	zgzg	m_qA_73la!n		z			-	im	zagzega!n	b_dat	true	false	zagzega!n
ZahA!l	verb	0	צָהַל	verb	Zhl	b_paal							tsaha!l		false	false	Zaha!l
ZA!hAl	fixed	0	"צַהַ""ל"	properNoun		-		z					tsa!hal		false	false	Za!hal
ZAháluli!m	noun	0	צַהֲלוּלִים	noun				z	plurale_tantum		-		tsahaluli!m		false	false	Zahaluli!m
zAháma!n	noun	0	זַהֲמָן	noun	zhm	m_qA7la!n	-	z			-	im	zahama!n	b_dat	true	false	zahama!n
zahA!r	verb	0	זָהַר	verb	zhr	b_paal							zaha!r		false	false	zaha!r
ZahA!r	verb	0	צָהַר	verb	Zhr	b_paal							tsaha!r		false	false	Zaha!r
zAháru!r	noun	0	זַהֲרוּר	noun	zhr			z			-		zaharu!r	b_sus	false	false	zaharu!r
zAháruri!	noun	0	זַהֲרוּרִי	adjective		s_i_adj		z			-	im	zaharuri!	b_i	false		zaharuri!
ZAhárW!n	noun	0	צַהֲרוֹן	noun	Zhr	m_qA7lW!n		z			-	im	tsaharo!n		true	false	Zaharo!n
ZAhárWni!t	noun	0	צַהֲרוֹנִית	noun		s_it_noun		n			i!t	Wt	tsaharoni!t	b_sus	true		Zaharoni!t
zaha!v	noun	0	זָהָב	noun	zhv	m_qa7a!l	-	z			-		zaha!v		true	false	zaha!v
zahA!v	verb	0	זָהַב	verb	zhb	b_paal							zaha!v		false	false	zaha!v
ZahA!v	verb	0	צָהַב	verb	Zhb	b_paal							tsaha!v		false	false	Zaha!v
zAháva!n	noun	0	זַהֲבָן	noun	zhv			z			-	im	zahava!n	b_binyan	false	false	zahava!n
zaha!v cajo!r	noun	0	זָהָב שָׁחֹר	noun									zaha!v caxo!r		false	false	zaha!v Saco!r
zaha!v lava!n	noun	0	זָהָב לָבָן	noun									zaha!v lava!n		false		zaha!v lava!n
ZAhE!vEt	noun	0	צַהֶבֶת	noun	Zhv	m_qA_7E!lEt	-	n			Et	Wt	tsahe!vet		true	false	Zahe!vet
zahi!r	noun	0	זָהִיר	noun	zhr	m_qa7i!l	-	z			-	im	zahi!r	b_paqid	true	false	zahi!r
zaho!v	noun	0	זָהֹב	noun	zhv	m_qa7o!l	-	z			-	im	zaho!v		true	false	zaho!v
Zaho!v	noun	0	צָהֹב	noun	Zhv	m_qa7o!l	-	z			-	im	tsaho!v		true	false	Zaho!v
Zahu!l	noun	0	צָהוּל	beynoni	Zhl	m_qa7u!l	-	z	-		-	im	tsahu!l	b_paqid	true	false	Zahu!l
zahu!m	noun	0	זָהוּם	adjective	zhm			z	-		-	im	zahu!m		false	false	zahu!m
zahu!r	noun	0	זָהוּר	beynoni	zhr	m_qa7u!l	-	z	-		-	im	zahu!r	b_paqid	true	false	zahu!r
zahu!v	noun	0	זָהוּב	beynoni	zhv	m_qa7u!l	-	z	-		-	im	zahu!v	b_paqid	true	false	zahu!v
Zahu!v	noun	0	צָהוּב	adjective	Zhv	m_qa7u!l		z	-		-	im	tsahu!v	b_paqid	false	false	Zahu!v
za!j	noun	0	זָח	beynoni	zwj	m_qa!l		z	-		-	im	za!x		false	false	za!c
za!j	verb	0	זָח	verb	zwj	b_paal							za!x		false	false	za!c
ZA!j	noun	0	צַח	adjective	Zjj			z	-		-	im	tsa!x		false	false	Za!c
ZA!j	verb	0	צַח	verb	Zjj	b_paal							tsa!x		false	false	Za!c
zajA!l	verb	0	זָחַל	verb	zjl	b_paal							zaxa!l		false	false	zaca!l
zA!jAl	noun	0	זַחַל	noun	zjl	m_qE!7El	*A!*A*	z			-	im	za!xal	b_baal	true	false	za!cal
zAjáli!	noun	0	זַחֲלִי	adjective		s_i_adj		z			-	im	zaxali!	b_i	false	false	zacali!
zAjáli!t	noun	0	זַחֲלִית	noun	zjl			n			i!t	Wt	zaxali!t	b_sus	false	false	zacali!t
ZAjána!H	noun	0	צַחֲנָה	noun	Zjn	m_qA7la!H	-	n			-	Wt	tsaxana!		true	false	Zacana!
ZajA!q	verb	0	צָחַק	verb	Zjq	b_paal							tsaxa!k		false	false	Zaca!q
zaji!jÁ	noun	0	זָחִיחַ	adjective	zjj	m_qa7i!l		z	-		-	im	zaxi!ax	b_paqid	false	false	zaci!ac
Zaji!jÁ	noun	0	צָחִיחַ	noun	Zjj	m_qa7i!l	-	z			-	im	tsaxi!ax	b_paqid	true	false	Zaci!ac
zAjla!n	noun	0	זַחְלָן	noun	zjl	m_qA7la!n	-	z			-	im	zaxla!n	b_dat	true	false	zacla!n
zAjlani!	noun	0	זַחְלָנִי	adjective		s_i_adj		z			-	im	zaxlani!	b_i	false	false	zaclani!
zAjla!n Z3lavi!	noun	0		noun				z					zaxla!n tslavi!		false	false	zacla!n Zlavi!
Zajo!r	noun	0	צָחֹר	adjective	Zjr			z	-		-	im	tsaxo!r		false	false	Zaco!r
ZAjqa!n	noun	0	צַחְקָן	noun	Zjq	m_qA7la!n	-	z			-	im	tsaxka!n	b_dat	true	false	Zacqa!n
ZAjqani!	noun	0	צַחְקָנִי	adjective	Zjq	s_i_adj	-	z			-	im	tsaxkani!	b_i	false	false	Zacqani!
zAjta!n	noun	0	זַחְתָן	adjective	zjj			z	-		-	im	zaxta!n	b_dat	false	false	zacta!n
zaju!jÁ	noun	0	זָחוּחַ	beynoni	zjj	m_qa7u!l	-	z	-		-	im	zaxu!ax	b_paqid	true	false	zacu!ac
zaju!l	noun	0	זָחוּל	beynoni	zjl	m_qa7u!l	-	z	-		-	im	zaxu!l	b_paqid	true	false	zacu!l
Zaju!n	noun	0	צָחוּן	adjective	Zjn			z	-		-	im	tsaxu!n		false	false	Zacu!n
Zaju!q	noun	0	צָחוּק	beynoni	Zjq	m_qa7u!l	-	z	-		-	im	tsaxu!k	b_paqid	true	false	Zacu!q
ZajW!r	noun	0	צָחוֹר	noun	Zjr	m_qa7W!l	-	z			-		tsaxo!r		true	false	Zaco!r
zA_kA!Ny	noun	0	זַכַּאי	noun	zxh	m_qA_7a!l	*A_*A!N*	z			A!Ny	im	zaka!y	b_sus	true	false	zaka!y
zA_kaQu!t	noun	0	זַכָּאוּת	noun	zxy	s_ut	-	n			u!t	Wt	zakau!t	b_sus	false	false	zakau!t
zA_ku!t	noun	0	זַכּוּת	noun		s_ut		n			u!t	Wt	zaku!t	b_sus	false	false	zaku!t
za!l	verb	0	זָל	verb	zwl	b_paal							za!l		false	false	za!l
zAl3la!n	noun	0	זַלְלָן	adjective	zll			z	-		-	im	zalela!n	b_dat	false	false	zalela!n
zAl3lani!	noun	0	זַלְלָנִי	adjective		s_i_adj		z			-	im	zalelani!	b_i	false	false	zalelani!
zA_l3lanu!t	noun	0	זַלְּלָנוּת	noun		s_ut		n			u!t	Wt	zalelanu!t	b_sus	false	false	zalelanu!t
Zal3vani!t	noun	0	צָלְבָנִית	noun				n			i!t	Wt	tsalvani!t	b_sus	false	false	Zalvani!t
Zal3vani!t k3veda!H	noun	0		noun				n					tsalvani!t kveda!		false		Zalvani!t kveda!
Zal3vani!t qA_la!H	noun	0		noun				n					tsalvani!t kala!		false		Zalvani!t qala!
zalA!f	verb	0	זָלַף	verb	zlp	b_paal							zala!f		false	false	zala!f
Zala!f	noun	0	צָלָף	noun	Zlf	m_qa7a!l	-	z			-	im	tsala!f		true	false	Zala!f
ZalA!f	verb	0	צָלַף	verb	Zlp	b_paal							tsala!f		false	false	Zala!f
ZA_la!f	noun	0	צַלָּף	noun	Zlf	m_qA_7a!l	-	z			-	im	tsala!f	b_dat	true	false	Zala!f
zalA!g	verb	0	זָלַג	verb	zlg	b_paal							zala!g		false	false	zala!g
Zala!H	verb	0	צָלָה	verb	Zly	b_paal							tsala!		false	false	Zala!
zalA!j	verb	0	זָלַח	verb	zlj	b_paal							zala!x		false	false	zala!c
ZalA!j	verb	0	צָלַח	verb	Zlj	b_paal							tsala!x		false	false	Zala!c
ZA_lA!jAt	noun	0	צַלַּחַת	noun	Zlj	m_qA_7E!lEt	*A_*A!*At	n			Et	Wt	tsala!xat		true	false	Zala!cat
ZA_lA!jAt m3RWfE!fEt	noun	0		noun				n					tsala!xat meofe!fet		false	false	Zala!cat meôfe!fet
zalA!l	verb	0	זָלַל	verb	zll	b_paal							zala!l		false	false	zala!l
ZalA!l	verb	0	צָלַל	verb	Zll	b_paal							tsala!l		false	false	Zala!l
ZA_la!m	noun	0	צַלָּם	noun	Zlm	m_qA_7a!l	-	z			-	im	tsala!m	b_dat	true	false	Zala!m
ZalA!R	verb	0	צָלַע	verb	ZlR	b_paal							tsala!		false	false	Zalâ!
ZalA!v	verb	0	צָלַב	verb	Zlb	b_paal							tsala!v		false	false	Zala!v
ZAlba!n	noun	0	צַלְבָּן	noun	Zlv	m_qA7la!n	-	z			-	im	tsalba!n	b_dat	true	false	Zalba!n
ZAlbani!	noun	0	צַלְבָּנִי	adjective		s_i_adj		z			-	im	tsalbani!	b_i	false		Zalbani!
ZA_lE!qEt	noun	0	צַלֶּקֶת	noun	Zlq	m_qA_7E!lEt	-	n			Et	Wt	tsale!ket		true	false	Zale!qet
ZAlfani!	noun	0	צַלְפָנִי	adjective	Zlf	s_i_adj	-	z			-	im	tsalfani!	b_i	false	false	Zalfani!
Zali!	noun	0	צָלִי	noun	Zly	m_qa7i!l	*a*i!	z			-	im	tsali!	b_paqid	true	false	Zali!
Zali!jÁ	noun	0	צָלִיחַ	adjective	Zlj	m_qa7i!l	-	z			-	im	tsali!ax	b_paqid	true	false	Zali!ac
ZAlji!t	noun	0	צַלְחִית	noun		s_it_noun		n			i!t	Wt	tsalxi!t	b_sus	true	false	Zalci!t
ZAlma!wEt	noun	0	צַלְמָוֶת	noun				z			-		tsalma!vet		false	false	Zalma!wet
ZAlmi!t	noun	0	צַלְמִית	noun		s_it_noun		n			i!t	Wt	tsalmi!t	b_sus	true		Zalmi!t
ZAlmW!n	noun	0	צַלְמוֹן	noun		s_Wn		z			-	im	tsalmo!n		true	false	Zalmo!n
zAlRafa!H	noun	0	זַלְעָפָה	noun	zlRf			n			a!H	Wt	zal'afa!	b_shana	false	false	zalâfa!
ZAlRi!t	noun	0	צַלְעִית	noun		s_it_noun		n			i!t	Wt	tsal'i!t	b_sus	true	false	Zalî!t
ZAlRi!t RElyWna!H	noun	0		noun				n					tsal'i!t elyona!		false	false	Zalî!t êlyona!
ZAlRi!t TAjtWna!H	noun	0		noun				n					tsal'i!t taxtona!		false	false	Zalî!t tactona!
zalu!f	noun	0	זָלוּף	beynoni	zlf	m_qa7u!l	-	z	-		-	im	zalu!f	b_paqid	true	false	zalu!f
Zalu!f	noun	0	צָלוּף	beynoni	Zlf	m_qa7u!l	-	z	-		-	im	tsalu!f	b_paqid	true	false	Zalu!f
zalu!g	noun	0	זָלוּג	beynoni	zlg	m_qa7u!l	-	z	-		-	im	zalu!g	b_paqid	true	false	zalu!g
zalu!jÁ	noun	0	זָלוּחַ	beynoni	zlj	m_qa7u!l	-	z	-		-	im	zalu!ax	b_paqid	true	false	zalu!ac
Zalu!jÁ	noun	0	צָלוּחַ	beynoni	Zlj	m_qa7u!l	-	z	-		-	im	tsalu!ax	b_paqid	true	false	Zalu!ac
zalu!l	noun	0	זָלוּל	beynoni	zll	m_qa7u!l	-	z	-		-	im	zalu!l	b_paqid	true	false	zalu!l
Zalu!l	noun	0	צָלוּל	beynoni	Zll	m_qa7u!l	-	z	-		-	im	tsalu!l	b_paqid	true	false	Zalu!l
Zalu!q	noun	0	צָלוּק	beynoni	Zlq	m_qa7u!l	-	z	-		-	im	tsalu!k	b_paqid	true	false	Zalu!q
Zalu!RÁ	noun	0	צָלוּעַ	beynoni	ZlR	m_qa7u!l	-	z	-		-	im	tsalu!a	b_paqid	true	false	Zalu!â
Zalu!v	noun	0	צָלוּב	beynoni	Zlv	m_qa7u!l	-	z	-		-	im	tsalu!v	b_paqid	true	false	Zalu!v
Zalu!y	noun	0	צָלוּי	beynoni	Zly	m_qa7u!l	-	z	-		-	im	tsalu!y	b_paqid	true	false	Zalu!y
ZAlva!n	noun	0	צַלְבָן	noun	Zlv			z			-	im	tsalva!n		false	false	Zalva!n
ZAlya!n	noun	0	צַלְיָן	noun	Zlh	m_qA7la!n	-	z			-	im	tsalya!n	b_dat	true	false	Zalya!n
zAlz3la!n	noun	0	זַלְזְלָן	noun	zlzl	m_qA_73la!n		z			-	im	zalzela!n	b_dat	true	false	zalzela!n
ZAlZ3la!n	noun	0	צַלְצְלָן	noun	ZlZl	m_qA_73la!n		z			-	im	tsaltsela!n	b_dat	true	false	ZalZela!n
zAlz3lani!	noun	0	זַלְזְלָנִי	adjective		s_i_adj		z			-	im	zalzelani!	b_i	false	false	zalzelani!
ZAlZ3lani!	noun	0	צַלְצְלָנִי	adjective	ZlZl	s_i_adj	-	z			-	im	tsaltselani!	b_i	false	false	ZalZelani!
zAlzA!l	noun	0	זַלְזַל	noun	zlzl	m_qAlqa!l	*A**A!*	z			-	im	zalza!l	b_tof	true	false	zalza!l
zAlzE!lEt	noun	0	זַלְזֶלֶת	noun	zlzl			n			Et	Wt	zalze!let	b_koteret	false	false	zalze!let
Za!m	noun	0	צָם	beynoni	Zwm	m_qa!l		z	-		-	im	tsa!m		false	false	Za!m
Za!m	verb	0	צָם	verb	Zwm	b_paal							tsa!m		false	false	Za!m
ZamA!d	verb	0	צָמַד	verb	Zmd	b_paal							tsama!d		false	false	Zama!d
ZA_ma!d	noun	0	צַמָּד	noun	Zmd	m_qA_7a!l	-	z			-	im	tsama!d	b_dat	true	false	Zama!d
ZA_ma!H	noun	0	צַמָּה	noun		m_qA7la!H	*A_*a!H	n			a!H	Wt	tsama!		true	false	Zama!
ZamA!j	verb	0	צָמַח	verb	Zmj	b_paal							tsama!x		false	false	Zama!c
ZamA!l	verb	0	צָמַל	verb	Zml	b_paal							tsama!l		false	false	Zama!l
zamA!m	verb	0	זָמַם	verb	zmm	b_paal							zama!m		false	false	zama!m
Zama!Q	noun	0	צָמָא	adjective	ZmQ	m_qa7a!l	-	z			-	im	tsama!		true	false	Zama!
ZamA!q	verb	0	צָמַק	verb	Zmq	b_paal							tsama!k		false	false	Zama!q
zamA!r	verb	0	זָמַר	verb	zmr	b_paal							zama!r		false	false	zama!r
zA_ma!r	noun	0	זַמָּר	noun	zmr	m_qA_7a!l	-	z			-	im	zama!r	b_dat	true	false	zama!r
ZamA!t	verb	0	צָמַת	verb	Zmt	b_paal							tsama!t		false	false	Zama!t
zA!mc	noun	0	זַמְשׁ	noun				z			-	im	za!mc	f_atom	false	true	za!mS
Zame!Q	noun	0	צָמֵא	beynoni	ZmQ			z	-		-	im	tsame!		false	false	Zame!
Zame!Q	verb	0	צָמֵא	verb	ZmQ	b_paal							tsame!		false	false	Zame!
ZA_mE!qEt	noun	0	צַמֶּקֶת	noun	Zmq	m_qA_7E!lEt	-	n			Et	Wt	tsame!ket		true	false	Zame!qet
ZA_mE!rEt	noun	0	צַמֶּרֶת	noun	Zmr	m_qA_7E!lEt	-	n			Et	Wt	tsame!ret		true	false	Zame!ret
Zami!d	noun	0	צָמִיד	noun	Zmd	m_qa7i!l	-	z			-	im	tsami!d	b_paqid	true	false	Zami!d
